Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote,
CUBI,Customers Bancorp Inc,24.85,$667.76M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cubi,
CUBI^C,Customers Bancorp Inc,25.85,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cubi^c,
CUBS,Customers Bancorp Inc,27.3313,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cubs,
CSI,Cutwater Select Income Fund,19.05,$204M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/csi,
CVT,CVENT INC.,32.57,$1.36B,1987,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/cvt,
CVI,CVR Energy Inc.,43.8,$3.8B,2007,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/cvi,
UAN,CVR Partners LP,10.21,$746.59M,2011,Basic Industries,Agricultural Chemicals,http://www.nasdaq.com/symbol/uan,
CVRR,CVR Refining LP,21.28,$3.14B,2013,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/cvrr,
CVS,CVS Health Corporation,103.38,$115.22B,n/a,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/cvs,
CELP,Cypress Energy Partners L.P.,12.27,$145.2M,2014,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/celp,
CYS,CYS Investments Inc.,7.93,$1.24B,2009,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cys,
CYS^A,CYS Investments Inc.,22.01,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cys^a,
CYS^B,CYS Investments Inc.,21.64,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cys^b,
CYT,Cytec Industries Inc.,74.01,$5.29B,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/cyt,
DHI,D.R. Horton Inc.,30.04,$11.02B,n/a,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/dhi,
DAN,Dana Holding Corporation,17.13,$2.75B,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/dan,
DHR,Danaher Corporation,88.94,$60.79B,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/dhr,
DAC,Danaos Corporation,6.51,$714.66M,2006,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/dac,
DQ,DAQO New Energy Corp.,18.65,$166.79M,2010,Technology,Semiconductors,http://www.nasdaq.com/symbol/dq,
DRI,Darden Restaurants Inc.,65.14,$8.35B,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/dri,
DAR,Darling Ingredients Inc.,10.61,$1.75B,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/dar,
DVA,DaVita healthCare Partners Inc.,76.5,$16.49B,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/dva,
DPM,DCP Midstream Partners LP,28.88,$3.31B,2005,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/dpm,
DCT,DCT Industrial Trust Inc,35.83,$3.16B,2006,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/dct,
DDR,DDR Corp.,16.57,$6B,1993,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/ddr,
DDR^J,DDR Corp.,26,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ddr^j,
DDR^K,DDR Corp.,25.51,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ddr^k,
DF,Dean Foods Company,18.34,$1.73B,n/a,Consumer Non-Durables,Specialty Foods,http://www.nasdaq.com/symbol/df,
DECK,Deckers Outdoor Corporation,59.65,$1.95B,1993,Consumer Non-Durables,Shoe Manufacturing,http://www.nasdaq.com/symbol/deck,
DE,Deere & Company,76,$24.94B,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/de,
DEX,Delaware Enhanced Global Dividend,9.84,$156.1M,2007,n/a,n/a,http://www.nasdaq.com/symbol/dex,
DDF,Delaware Investments Dividend & Income Fund Inc.,8.948,$80.24M,1993,n/a,n/a,http://www.nasdaq.com/symbol/ddf,
DKL,Delek Logistics Partners L.P.,35.87,$869.85M,2012,Energy,Natural Gas Distribution,http://www.nasdaq.com/symbol/dkl,
DK,Delek US Holdings Inc.,27.04,$1.72B,2006,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/dk,
DLPH,Delphi Automotive plc,81.1,$23.06B,2011,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/dlph,
DAL,Delta Air Lines Inc.,49.12,$39.07B,n/a,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/dal,
DEL,Deltic Timber Corporation,63.43,$800.71M,n/a,Basic Industries,Forest Products,http://www.nasdaq.com/symbol/del,
DLX,Deluxe Corporation,60.71,$3.03B,n/a,Consumer Durables,Publishing,http://www.nasdaq.com/symbol/dlx,
DMD,Demand Media Inc.,4.77,$95.43M,2011,Technology,EDP Services,http://www.nasdaq.com/symbol/dmd,
DWRE,DEMANDWARE INC.,55.5,$2.09B,2012,Technology,EDP Services,http://www.nasdaq.com/symbol/dwre,
DNR,Denbury Resources Inc.,3.73,$1.33B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/dnr,
DKT,Deutsch Bk Contingent Cap Tr V,28.12,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/dkt,
DB,Deutsche Bank AG,29.58,$40.79B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/db,
DTK,Deutsche Bank AG,27.25,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/dtk,
DXB,Deutsche Bank AG,25.93,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/dxb,
DVN,Devon Energy Corporation,46.43,$19.08B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/dvn,
DV,DeVry Education Group Inc.,27.7,$1.76B,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/dv,
DHX,DHI Group Inc.,7.86,$426.46M,2007,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/dhx,
DHT,DHT Holdings Inc.,8.3,$770.66M,2005,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/dht,
DEO,Diageo plc,113.84,$78.39B,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/deo,
DO,Diamond Offshore Drilling Inc.,20.32,$2.79B,1995,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/do,
DRII,Diamond Resorts International Inc.,22.56,$1.65B,2013,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/drii,
DRH,Diamondrock Hospitality Company,12.38,$2.49B,2005,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/drh,
DSX,Diana Shipping inc.,7.07,$583.6M,2005,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/dsx,
DSX^B,Diana Shipping inc.,21.29,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dsx^b,
DSXN,Diana Shipping inc.,23.0899,n/a,2015,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/dsxn,
DKS,Dick&#39;s Sporting Goods Inc,47.8,$5.67B,2002,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/dks,
DBD,Diebold Incorporated,33.55,$2.18B,n/a,Miscellaneous,Office Equipment/Supplies/Services,http://www.nasdaq.com/symbol/dbd,
DLR,Digital Realty Trust Inc.,71.17,$9.67B,2004,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/dlr,
DLR^E,Digital Realty Trust Inc.,25.89,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dlr^e,
DLR^F,Digital Realty Trust Inc.,25.47,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dlr^f,
DLR^G,Digital Realty Trust Inc.,23.84,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dlr^g,
DLR^H,Digital Realty Trust Inc.,27.29,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dlr^h,
DLR^I,Digital Realty Trust Inc.,24.93,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dlr^i,
DGI,DigitalGlobe Inc,20.5,$1.45B,2009,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/dgi,
DDS,Dillard&#39;s Inc.,92.71,$3.59B,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/dds,
DDT,Dillard&#39;s Inc.,26.37,n/a,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/ddt,
DIN,DineEquity Inc,87.94,$1.66B,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/din,
DPLO,Diplomat Pharmacy Inc.,28.36,$1.8B,2014,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/dplo,
DFS,Discover Financial Services,55.7,$24.25B,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/dfs,
DFS^B,Discover Financial Services,26.3,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dfs^b,
DRA,Diversified Real Asset Income Fund,16.85,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dra,
DNI,Dividend and Income Fund,11.57,$99.61M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dni,
DLB,Dolby Laboratories,35.09,$3.6B,2005,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/dlb,
DG,Dollar General Corporation,67.15,$19.79B,2009,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/dg,
DDC,Dominion Diamond Corporation,10.8,$920.65M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/ddc,
DM,Dominion Midstream Partners LP,33.61,$2.32B,2014,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/dm,
DOM,Dominion Resources Black Warrior Trust,1.3,$10.21M,1994,Energy,Coal Mining,http://www.nasdaq.com/symbol/dom,
D,Dominion Resources Inc.,73.14,$43.47B,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/d,
DCUA,Dominion Resources Inc.,57.1,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/dcua,
DCUB,Dominion Resources Inc.,57.54,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/dcub,
DCUC,Dominion Resources Inc.,50.5,$30.01B,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/dcuc,
DPZ,Domino&#39;s Pizza Inc,106.22,$5.8B,2004,Consumer Non-Durables,Food Distributors,http://www.nasdaq.com/symbol/dpz,
UFS,Domtar Corporation,40.17,$2.61B,n/a,Basic Industries,Paper,http://www.nasdaq.com/symbol/ufs,
DCI,Donaldson Company Inc.,28.33,$3.85B,n/a,Capital Goods,Pollution Control Equipment,http://www.nasdaq.com/symbol/dci,
LPG,Dorian LPG Ltd.,11.2,$650.24M,2014,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/lpg,
DSL,DoubleLine Income Solutions Fund,17.73,n/a,2013,n/a,n/a,http://www.nasdaq.com/symbol/dsl,
DBL,DoubleLine Opportunistic Credit Fund,25.35,$373.11M,2012,n/a,n/a,http://www.nasdaq.com/symbol/dbl,
PLOW,Douglas Dynamics Inc.,21.04,$470.48M,2010,Capital Goods,Construction/Ag Equipment/Trucks,http://www.nasdaq.com/symbol/plow,
DEI,Douglas Emmett Inc.,30.6,$4.48B,2006,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/dei,
DOV,Dover Corporation,58.61,$9.17B,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/dov,
DDE,Dover Downs Gaming & Entertainment Inc,1.0299,$33.84M,n/a,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/dde,
DVD,Dover Motorsports Inc.,2.21,$81.18M,1996,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/dvd,
DOW,Dow Chemical Company (The),47.62,$55.15B,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/dow,
DPS,Dr Pepper Snapple Group Inc,84.13,$16.06B,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/dps,
RDY,Dr. Reddy&#39;s Laboratories Ltd,65.45,$11.15B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rdy,
DRD,DRDGOLD Limited,1.72,$73.05M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/drd,
DW,Drew Industries Incorporated,59.56,$1.44B,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/dw,
DHF,Dreyfus High Yield Strategies Fund,3.16,$229.41M,1998,n/a,n/a,http://www.nasdaq.com/symbol/dhf,
DMB,Dreyfus Municipal Bond Infrastructure Fund Inc.,11.94,$219.48M,2013,n/a,n/a,http://www.nasdaq.com/symbol/dmb,
DSM,Dreyfus Strategic Municipal Bond Fund Inc.,7.81,$483.04M,1989,n/a,n/a,http://www.nasdaq.com/symbol/dsm,
LEO,Dreyfus Strategic Municipals Inc.,8.27,$511.49M,1987,n/a,n/a,http://www.nasdaq.com/symbol/leo,
DRQ,Dril-Quip Inc.,64.7,$2.5B,1997,Energy,Metal Fabrications,http://www.nasdaq.com/symbol/drq,
DST,DST Systems Inc.,113.56,$4.07B,1995,Technology,EDP Services,http://www.nasdaq.com/symbol/dst,
DSW,DSW Inc.,25.34,$2.25B,2005,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/dsw,
DTE,DTE Energy Company,83.35,$14.96B,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/dte,
DTQ,DTE Energy Company,24.26,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/dtq,
DTZ,DTE Energy Company,26.4,n/a,2011,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/dtz,
DCO,Ducommun Incorporated,20.16,$223.43M,n/a,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/dco,
DPG,Duff & Phelps Global Utility Income Fund Inc.,16.85,$639.12M,2011,n/a,n/a,http://www.nasdaq.com/symbol/dpg,
DSE,Duff & Phelps Select Energy MLP Fund Inc.,8.99,n/a,2014,n/a,n/a,http://www.nasdaq.com/symbol/dse,
DNP,Duff & Phelps Utilities Income Inc.,9.9,$2.72B,1987,n/a,n/a,http://www.nasdaq.com/symbol/dnp,
DTF,Duff & Phelps Utilities Tax-Free Income Inc.,14.86,$126.59M,1991,n/a,n/a,http://www.nasdaq.com/symbol/dtf,
DUC,Duff & Phelps Utility & Corporate Bond Trust Inc.,9.47,$260.37M,1993,n/a,n/a,http://www.nasdaq.com/symbol/duc,
DUK,Duke Energy Corporation,73.59,$50.65B,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/duk,
DUKH,Duke Energy Corporation,25.31,n/a,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/dukh,
DRE,Duke Realty Corporation,20.68,$7.14B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/dre,
DNB,Dun & Bradstreet Corporation (The),111.79,$4.04B,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/dnb,
DFT,Dupont Fabros Technology Inc.,28.95,$1.89B,2007,Finance,Real Estate,http://www.nasdaq.com/symbol/dft,
DFT^A,Dupont Fabros Technology Inc.,25.12,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dft^a,
DFT^B,Dupont Fabros Technology Inc.,25.45,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dft^b,
DHG,DWS High Income Opportunities Fund Inc.,13.56,$205.86M,2006,n/a,n/a,http://www.nasdaq.com/symbol/dhg,
DY,Dycom Industries Inc.,75.2,$2.5B,n/a,Basic Industries,Water Supply,http://www.nasdaq.com/symbol/dy,
DLNG,Dynagas LNG Partners LP,14.86,$527.38M,n/a,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/dlng,
DLNG^A,Dynagas LNG Partners LP,19.08,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dlng^a,
DYN,Dynegy Inc.,23.22,$2.98B,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/dyn,
DYN.WS,Dynegy Inc.,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dyn.ws,
DYN^A,Dynegy Inc.,89.97,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dyn^a,
DX,Dynex Capital Inc.,6.81,$364.17M,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/dx,
DX^A,Dynex Capital Inc.,24.18,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dx^a,
DX^B,Dynex Capital Inc.,23.05,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dx^b,
DD,E.I. du Pont de Nemours and Company,57.27,$51.82B,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/dd,
DD^A,E.I. du Pont de Nemours and Company,78.81,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/dd^a,
DD^B,E.I. du Pont de Nemours and Company,94.2,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/dd^b,
SSP,E.W. Scripps Company (The),20.87,$1.76B,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/ssp,
EGIF,Eagle Growth and Income Opportunities Fund,17.88,n/a,2015,n/a,n/a,http://www.nasdaq.com/symbol/egif,
EXP,Eagle Materials Inc,68.92,$3.47B,n/a,Capital Goods,Building Materials,http://www.nasdaq.com/symbol/exp,
ECC           ,Eagle Point Credit Company Inc.,17.45,n/a,2014,n/a,n/a,http://www.nasdaq.com/symbol/ecc           ,
ECCA,Eagle Point Credit Company Inc.,25.6,n/a,2015,n/a,n/a,http://www.nasdaq.com/symbol/ecca,
DEA,Easterly Government Properties Inc.,17.68,$427.3M,2015,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/dea,
EGP,EastGroup Properties Inc.,56.77,$1.83B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/egp,
EMN,Eastman Chemical Company,69.02,$10.26B,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/emn,
KODK,Eastman Kodak Company,16.5,$691.69M,n/a,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/kodk,
KODK.WS,Eastman Kodak Company,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kodk.ws,
KODK.WS.A,Eastman Kodak Company,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kodk.ws.a,
ETN,Eaton Corporation PLC,51.15,$23.91B,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/etn,
ETV,Eaton Vance Corporation,14.9,$4.49B,2005,n/a,n/a,http://www.nasdaq.com/symbol/etv,
ETW,Eaton Vance Corporation,11.86,$1.26B,2005,n/a,n/a,http://www.nasdaq.com/symbol/etw,
EV,Eaton Vance Corporation,35.33,$4.12B,n/a,Finance,Investment Managers,http://www.nasdaq.com/symbol/ev,
EOI,Eaton Vance Enhance Equity Income Fund,12.52,$490.45M,2004,n/a,n/a,http://www.nasdaq.com/symbol/eoi,
EOS,Eaton Vance Enhanced Equity Income Fund II,13.27,$633.83M,2005,n/a,n/a,http://www.nasdaq.com/symbol/eos,
EFT,Eaton Vance Floating Rate Income Trust,13.29,$549.85M,2004,n/a,n/a,http://www.nasdaq.com/symbol/eft,
EFF,Eaton vance Floating-Rate Income Plus Fund,14.7,$111.81M,2013,n/a,n/a,http://www.nasdaq.com/symbol/eff,
ETX           ,Eaton Vance Municipal Income 2028 Term Trust,17.5,$193.06M,2013,n/a,n/a,http://www.nasdaq.com/symbol/etx           ,
EOT,Eaton Vance Municipal Income Trust,21.21,$325.11M,2009,n/a,n/a,http://www.nasdaq.com/symbol/eot,
EVN,Eaton Vance Municipal Income Trust,12.89,$301.69M,1999,n/a,n/a,http://www.nasdaq.com/symbol/evn,
ETJ,Eaton Vance Risk-Managed Diversified Equity Income Fund,10.26,$682.61M,2007,n/a,n/a,http://www.nasdaq.com/symbol/etj,
EFR,Eaton Vance Senior Floating-Rate Fund,13.018,$484.82M,2003,n/a,n/a,http://www.nasdaq.com/symbol/efr,
EVF,Eaton Vance Senior Income Trust,6.01,$227.58M,1998,n/a,n/a,http://www.nasdaq.com/symbol/evf,
EVG,Eaton Vance Short Diversified Income Fund,13.46,$254.21M,2005,n/a,n/a,http://www.nasdaq.com/symbol/evg,
EVT,Eaton Vance Tax Advantaged Dividend Income Fund,19.56,$1.42B,2003,n/a,n/a,http://www.nasdaq.com/symbol/evt,
ETO,Eaton Vance Tax-Advantage Global Dividend Opp,22.21,$322.47M,2004,n/a,n/a,http://www.nasdaq.com/symbol/eto,
EXD,Eaton Vance Tax-Advantaged Bond,12.76,$134.7M,2010,n/a,n/a,http://www.nasdaq.com/symbol/exd,
ETG,Eaton Vance Tax-Advantaged Global Dividend Income Fund,15.89,$1.21B,2004,n/a,n/a,http://www.nasdaq.com/symbol/etg,
ETB,Eaton Vance Tax-Managed Buy-Write Income Fund,15.73,$387.82M,2005,n/a,n/a,http://www.nasdaq.com/symbol/etb,
ETY,Eaton Vance Tax-Managed Diversified Equity Income Fund,11.31,$1.69B,2006,n/a,n/a,http://www.nasdaq.com/symbol/ety,
EXG,Eaton Vance Tax-Managed Global Diversified Equity Income Fund,9.04,$2.73B,2007,n/a,n/a,http://www.nasdaq.com/symbol/exg,
ECT,ECA Marcellus Trust I,1.96,$34.51M,2010,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/ect,
ECR,Eclipse Resources Corporation,3.2,$712.54M,2014,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/ecr,
ECL,Ecolab Inc.,122.1,$36.03B,n/a,Basic Industries,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/ecl,
DANG,E-Commerce China Dangdang Inc.,6.81,$550.98M,2010,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/dang,
EC,Ecopetrol S.A.,10.12,$376.52M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/ec,
EIX,Edison International,64.28,$20.94B,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/eix,
EDR,Education Realty Trust Inc.,34.29,$1.66B,2005,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/edr,
EW,Edwards Lifesciences Corporation,151.28,$16.26B,n/a,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/ew,
EHIC,eHi Car Services Limited,13.16,$899.85M,2014,Consumer Services,Rental/Leasing Companies,http://www.nasdaq.com/symbol/ehic,
EJ,E-House (China) Holdings Limited,6.56,$935.45M,2007,Finance,Real Estate,http://www.nasdaq.com/symbol/ej,
EP^C,El Paso Corporation,51.32,n/a,n/a,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/ep^c,
EE,El Paso Electric Company,38.28,$1.55B,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/ee,
EGO,Eldorado Gold Corporation,3.97,$2.84B,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/ego,
LLY,Eli Lilly and Company,81.51,$90.36B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/lly,
ELLI,Ellie Mae Inc.,67,$1.98B,2011,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/elli,
EFC,Ellington Financial LLC,18.31,$612.46M,2010,Finance,Real Estate,http://www.nasdaq.com/symbol/efc,
EARN,Ellington Residential Mortgage REIT,12.9,$118.03M,2013,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/earn,
AKO.A,Embotelladora Andina S.A.,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ako.a,
AKO.B,Embotelladora Andina S.A.,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ako.b,
ERJ,Embraer-Empresa Brasileira de Aeronautica,27.56,$5.07B,2000,Capital Goods,Aerospace,http://www.nasdaq.com/symbol/erj,
EMC,EMC Corporation,27.77,$53.45B,n/a,Technology,Electronic Components,http://www.nasdaq.com/symbol/emc,
EME,EMCOR Group Inc.,45.2,$2.84B,n/a,Capital Goods,Engineering & Construction,http://www.nasdaq.com/symbol/eme,
EMES,Emerge Energy Services LP,6.66,$160.64M,2013,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/emes,
EBS,Emergent Biosolutions Inc.,30.96,$1.2B,2006,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ebs,
EMG,Emergent Capital Inc.,4.65,$130.81M,2011,Finance,Life Insurance,http://www.nasdaq.com/symbol/emg,
EMR,Emerson Electric Company,45.27,$29.75B,n/a,Energy,Consumer Electronics/Appliances,http://www.nasdaq.com/symbol/emr,
EDE,Empire District Electric Company (The),23.41,$1.02B,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/ede,
ESRT,Empire State Realty Trust Inc.,17.81,$4.78B,2013,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/esrt,
EIG,Employers Holdings Inc,24.3,$778.49M,2007,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/eig,
EDN,Empresa Distribuidora Y Comercializadora Norte S.A. (Edenor),12.6,$565.14M,2007,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/edn,
EOC,Empresa Nacional de Electricidad S.A.,38.07,$10.41B,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/eoc,
ICA,Empresas Ica Soc Contrladora,2.11,$324.84M,1992,Basic Industries,Military/Government/Technical,http://www.nasdaq.com/symbol/ica,
ENBL,Enable Midstream Partners LP,13.21,$5.58B,2014,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/enbl,
EEQ,Enbridge Energy Management LLC,27.42,$1.97B,2002,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/eeq,
EEP,Enbridge Energy L.P.,27.77,$11.79B,n/a,Energy,Natural Gas Distribution,http://www.nasdaq.com/symbol/eep,
ENB,Enbridge Inc,43.85,$37.57B,n/a,Energy,Natural Gas Distribution,http://www.nasdaq.com/symbol/enb,
ECA,Encana Corporation,8.61,$7.24B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/eca,
EXK,Endeavour Silver Corporation,1.84,$187.64M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/exk,
GI,EndoChoice Holdings Inc.,11.55,$285.62M,2015,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/gi,
ENH,Endurance Specialty Holdings Ltd,62.76,$4.13B,2003,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/enh,
ENH^A,Endurance Specialty Holdings Ltd,25.54,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/enh^a,
ENH^B,Endurance Specialty Holdings Ltd,25.98,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/enh^b,
NDRO,Enduro Royalty Trust,2.66,$87.78M,2011,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/ndro,
EGN,Energen Corporation,60.93,$4.8B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/egn,
ENR,Energizer Holdings Inc.,42.7,$2.66B,2015,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/enr,
